UniqueID,nb.obs,start.time,end.time
20210730_Lowland_RO11_125_6_1e+05,543,2021-07-30T09:55:33.000000Z,2021-07-30T10:07:29.000000Z
20210730_Lowland_RO11_200_6_102300,543,2021-07-30T10:22:54.000000Z,2021-07-30T10:38:34.000000Z
20210730_Lowland_RO11_50_6_95400,544,2021-07-30T09:54:58.000000Z,2021-07-30T10:07:59.000000Z
20210730_Lowland_RO13_125_6_92000,543,2021-07-30T09:20:19.000000Z,2021-07-30T09:29:36.000000Z
20210730_Lowland_RO13_200_6_93100,543,2021-07-30T09:31:56.000000Z,2021-07-30T09:51:29.000000Z
20210730_Lowland_RO13_50_6_90600,543,2021-07-30T09:05:34.000000Z,2021-07-30T09:18:25.000000Z
20210730_Lowland_WP9_125_6_84000,543,2021-07-30T08:40:07.000000Z,2021-07-30T08:50:04.000000Z
20210730_Lowland_WP9_200_6_85200,544,2021-07-30T08:52:48.000000Z,2021-07-30T09:01:45.000000Z
20210730_Lowland_WP9_50_6_82700,437,2021-07-30T08:27:31.000000Z,2021-07-30T08:36:34.000000Z
20210802_Lab_HX2_125_6_103700,543,2021-08-02T10:37:21.000000Z,2021-08-02T10:50:01.000000Z
20210802_Lab_HX2_200_6_110400,543,2021-08-02T10:55:35.000000Z,2021-08-02T11:08:16.000000Z
20210802_Lab_HX2_50_6_102400,543,2021-08-02T10:24:05.000000Z,2021-08-02T10:34:46.000000Z
20210802_Lab_HX3_125_6_95900,544,2021-08-02T09:58:53.000000Z,2021-08-02T10:08:45.000000Z
20210802_Lab_HX3_200_6_101200,543,2021-08-02T10:11:19.000000Z,2021-08-02T10:20:26.000000Z
20210802_Lab_HX3_50_6_94500,480,2021-08-02T09:45:03.000000Z,2021-08-02T09:55:54.000000Z
20210802_Lab_HX4_125_3_114600,544,2021-08-02T11:46:38.000000Z,2021-08-02T11:55:45.000000Z
20210802_Lab_HX4_200_3_115700,514,2021-08-02T11:58:24.000000Z,2021-08-02T12:17:48.000000Z
20210802_Lab_HX4_50_6_113200,543,2021-08-02T11:32:13.000000Z,2021-08-02T11:42:10.000000Z
20210802_Lab_HX5_125_6_112500,543,2021-08-02T11:24:55.000000Z,2021-08-02T11:30:13.000000Z
20210802_Lab_HX5_200_6_113200,543,2021-08-02T11:32:08.000000Z,2021-08-02T11:42:05.000000Z
20210802_Lab_HX5_50_6_111400,543,2021-08-02T11:12:34.000000Z,2021-08-02T11:22:46.000000Z
20210802_Ridge_H301_125_6_171300,544,2021-08-02T17:13:33.000000Z,2021-08-02T17:19:51.000000Z
20210802_Ridge_H301_200_6_172200,456,2021-08-02T17:30:08.000000Z,2021-08-02T17:37:30.000000Z
20210802_Ridge_H301_50_6_170400,543,2021-08-02T17:04:46.000000Z,2021-08-02T17:09:59.000000Z
20210802_Ridge_RM301_125_3_134700,543,2021-08-02T13:47:05.000000Z,2021-08-02T13:55:57.000000Z
20210802_Ridge_RM301_200_3_135800,543,2021-08-02T13:58:51.000000Z,2021-08-02T14:10:53.000000Z
20210802_Ridge_RM301_50_3_133500,424,2021-08-02T13:35:24.000000Z,2021-08-02T13:45:06.000000Z
20210802_Ridge_RM302_125_6_142900,543,2021-08-02T14:28:42.000000Z,2021-08-02T14:34:15.000000Z
20210802_Ridge_RM302_200_6_143600,543,2021-08-02T14:36:14.000000Z,2021-08-02T14:52:34.000000Z
20210802_Ridge_RM302_50_6_141700,543,2021-08-02T14:17:30.000000Z,2021-08-02T14:26:18.000000Z
20210802_Ridge_RM303_125_3_155600,544,2021-08-02T15:56:38.000000Z,2021-08-02T16:11:13.000000Z
20210802_Ridge_RM303_200_3_161300,543,2021-08-02T16:14:03.000000Z,2021-08-02T16:28:43.000000Z
20210802_Ridge_RM303_50_3_154300,543,2021-08-02T15:41:08.000000Z,2021-08-02T15:53:19.000000Z
20210802_Ridge_RM304_125_3_164300,544,2021-08-02T16:42:38.000000Z,2021-08-02T16:48:07.000000Z
20210802_Ridge_RM304_200_3_165000,543,2021-08-02T16:50:01.000000Z,2021-08-02T16:55:59.000000Z
20210802_Ridge_RM304_50_3_163400,543,2021-08-02T16:34:26.000000Z,2021-08-02T16:39:29.000000Z
20210803_Lowland_RM1_125_6_141900,504,2021-08-03T14:18:53.000000Z,2021-08-03T14:25:06.000000Z
20210803_Lowland_RM1_200_6_142900,543,2021-08-03T14:29:15.000000Z,2021-08-03T14:36:32.000000Z
20210803_Lowland_RM1_50_6_141000,395,2021-08-03T14:05:47.000000Z,2021-08-03T14:16:14.000000Z
20210803_Lowland_RM2_125_6_145100,543,2021-08-03T14:51:13.000000Z,2021-08-03T14:56:21.000000Z
20210803_Lowland_RM2_200_6_145900,543,2021-08-03T14:59:05.000000Z,2021-08-03T15:22:03.000000Z
20210803_Lowland_RM2_50_6_144100,543,2021-08-03T14:41:36.000000Z,2021-08-03T14:49:23.000000Z
20210803_Lowland_YB11_125_3_171900,543,2021-08-03T17:26:02.000000Z,2021-08-03T17:37:39.000000Z
20210803_Lowland_YB11_200_3_172500,543,2021-08-03T17:26:22.000000Z,2021-08-03T17:36:59.000000Z
20210803_Lowland_YB11_50_3_171300,543,2021-08-03T17:11:07.000000Z,2021-08-03T17:18:00.000000Z
20210803_Lowland_YB11prime_125_3_175900,543,2021-08-03T17:59:12.000000Z,2021-08-03T18:03:45.000000Z
20210803_Lowland_YB11prime_200_3_180600,543,2021-08-03T18:05:40.000000Z,2021-08-03T18:09:13.000000Z
20210803_Lowland_YB11prime_50_3_174100,543,2021-08-03T17:41:22.000000Z,2021-08-03T17:55:18.000000Z
20210803_Lowland_YB12_125_3_181000,544,2021-08-03T18:10:33.000000Z,2021-08-03T18:17:16.000000Z
20210803_Lowland_YB12_200_3_182300,535,2021-08-03T18:23:14.000000Z,2021-08-03T18:27:03.000000Z
20210803_Lowland_YB12_50_3_181900,543,2021-08-03T18:23:04.000000Z,2021-08-03T18:26:58.000000Z
20210803_Lowland_YB13_125_3_183400,402,2021-08-03T18:33:50.000000Z,2021-08-03T18:39:29.000000Z
20210803_Lowland_YB13_200_3_184100,318,2021-08-03T18:41:13.000000Z,2021-08-03T18:45:07.000000Z
20210803_Lowland_YB13_50_3_182800,474,2021-08-03T18:28:07.000000Z,2021-08-03T18:32:31.000000Z
20210803_Lowland_YB14_125_3_163300,543,2021-08-03T16:33:09.000000Z,2021-08-03T16:39:03.000000Z
20210803_Lowland_YB14_200_3_164100,543,2021-08-03T16:41:07.000000Z,2021-08-03T16:50:39.000000Z
20210803_Lowland_YB14_50_3_161700,543,2021-08-03T16:17:25.000000Z,2021-08-03T16:30:50.000000Z
20210803_Lowland_YB15_125_6_153900,543,2021-08-03T15:38:52.000000Z,2021-08-03T15:46:30.000000Z
20210803_Lowland_YB15_200_6_154800,543,2021-08-03T15:49:14.000000Z,2021-08-03T16:01:05.000000Z
20210803_Lowland_YB15_50_6_153500,544,2021-08-03T15:29:30.000000Z,2021-08-03T15:35:58.000000Z
20210803_Ridge_AB10_125_3_121500,543,2021-08-03T12:15:04.000000Z,2021-08-03T12:21:52.000000Z
20210803_Ridge_AB10_200_3_122500,543,2021-08-03T12:24:46.000000Z,2021-08-03T12:34:43.000000Z
20210803_Ridge_AB10_50_3_121200,543,2021-08-03T12:07:32.000000Z,2021-08-03T12:13:40.000000Z
20210803_Ridge_AB11_125_6_94800,543,2021-08-03T09:48:12.000000Z,2021-08-03T09:55:49.000000Z
20210803_Ridge_AB11_200_6_95700,543,2021-08-03T09:57:34.000000Z,2021-08-03T10:15:33.000000Z
20210803_Ridge_AB11_50_6_93500,543,2021-08-03T09:35:36.000000Z,2021-08-03T09:45:48.000000Z
20210803_Ridge_AB9_125_4_124800,543,2021-08-03T12:48:19.000000Z,2021-08-03T13:00:59.000000Z
20210803_Ridge_AB9_200_4_130300,543,2021-08-03T13:03:29.000000Z,2021-08-03T13:20:13.000000Z
20210803_Ridge_AB9_50_4_123900,543,2021-08-03T12:39:02.000000Z,2021-08-03T12:44:40.000000Z
20210803_Ridge_WB403_125_6_112500,543,2021-08-03T11:24:36.000000Z,2021-08-03T11:29:19.000000Z
20210803_Ridge_WB403_200_6_113100,544,2021-08-03T11:31:03.000000Z,2021-08-03T11:42:30.000000Z
20210803_Ridge_WB403_50_6_111400,543,2021-08-03T11:14:19.000000Z,2021-08-03T11:21:42.000000Z
20210803_Ridge_WP401_125_6_91700,506,2021-08-03T09:17:42.000000Z,2021-08-03T09:31:07.000000Z
20210803_Ridge_WP401_200_6_92300,543,2021-08-03T09:18:02.000000Z,2021-08-03T09:31:07.000000Z
20210803_Ridge_WP401_50_6_90800,397,2021-08-03T09:06:55.000000Z,2021-08-03T09:15:42.000000Z
20210803_Ridge_WP402_125_6_103400,543,2021-08-03T10:33:37.000000Z,2021-08-03T10:39:50.000000Z
20210803_Ridge_WP402_200_6_104100,543,2021-08-03T10:41:35.000000Z,2021-08-03T11:04:42.000000Z
20210803_Ridge_WP402_50_6_102200,543,2021-08-03T10:20:36.000000Z,2021-08-03T10:31:53.000000Z
20210804_Lowland_AB1_125_6_150600,543,2021-08-04T15:05:07.000000Z,2021-08-04T15:13:59.000000Z
20210804_Lowland_AB1_200_6_151700,544,2021-08-04T15:16:08.000000Z,2021-08-04T15:23:11.000000Z
20210804_Lowland_AB1_50_6_145200,543,2021-08-04T14:52:06.000000Z,2021-08-04T15:02:03.000000Z
20210804_Lowland_AB2_125_6_153700,543,2021-08-04T15:37:16.000000Z,2021-08-04T15:41:05.000000Z
20210804_Lowland_AB2_200_3_155000,543,2021-08-04T15:42:20.000000Z,2021-08-04T15:52:02.000000Z
20210804_Lowland_AB2_50_6_152600,543,2021-08-04T15:26:25.000000Z,2021-08-04T15:36:12.000000Z
20210804_Lowland_AB3_125_3_155800,543,2021-08-04T15:53:41.000000Z,2021-08-04T16:04:33.000000Z
20210804_Lowland_AB3_200_3_161200,543,2021-08-04T16:09:21.000000Z,2021-08-04T16:21:32.000000Z
20210804_Lowland_AB3_50_6_152600,543,2021-08-04T15:26:25.000000Z,2021-08-04T15:36:07.000000Z
20210804_Lowland_AB4_125_6_170800,543,2021-08-04T17:04:58.000000Z,2021-08-04T17:15:05.000000Z
20210804_Lowland_AB4_200_6_172300,543,2021-08-04T17:17:29.000000Z,2021-08-04T17:28:01.000000Z
20210804_Lowland_AB4_50_6_165900,543,2021-08-04T17:04:38.000000Z,2021-08-04T17:15:10.000000Z
20210804_Lowland_AB501_125_6_150400,543,2021-08-04T15:04:52.000000Z,2021-08-04T15:14:09.000000Z
20210804_Lowland_AB501_200_6_151600,544,2021-08-04T15:15:39.000000Z,2021-08-04T15:23:11.000000Z
20210804_Lowland_AB501_50_6_145200,543,2021-08-04T14:51:51.000000Z,2021-08-04T15:02:08.000000Z
20210804_Lowland_BB1_125_6_142500,511,2021-08-04T14:22:46.000000Z,2021-08-04T14:32:42.000000Z
20210804_Lowland_BB1_200_6_143700,543,2021-08-04T14:34:27.000000Z,2021-08-04T14:44:58.000000Z
20210804_Lowland_BB1_50_6_141200,354,2021-08-04T14:14:48.000000Z,2021-08-04T14:20:56.000000Z
20210804_Lowland_BC1_125_6_100700,543,2021-08-04T10:12:16.000000Z,2021-08-04T10:24:37.000000Z
20210804_Lowland_BC1_200_6_102200,543,2021-08-04T10:12:06.000000Z,2021-08-04T10:24:47.000000Z
20210804_Lowland_BC1_50_6_95400,543,2021-08-04T09:42:41.000000Z,2021-08-04T09:54:27.000000Z
20210804_Lowland_BO1_125_6_163300,544,2021-08-04T16:33:18.000000Z,2021-08-04T16:53:47.000000Z
20210804_Lowland_BO1_200_6_165200,543,2021-08-04T16:33:18.000000Z,2021-08-04T16:53:27.000000Z
20210804_Lowland_BO1_50_6_162500,543,2021-08-04T16:23:36.000000Z,2021-08-04T16:30:09.000000Z
20210804_Lowland_OB501_125_6_171700,543,2021-08-04T17:17:09.000000Z,2021-08-04T17:28:06.000000Z
20210804_Lowland_OB501_200_6_173000,543,2021-08-04T17:30:05.000000Z,2021-08-04T17:54:32.000000Z
20210804_Lowland_OB501_50_6_170500,544,2021-08-04T17:04:53.000000Z,2021-08-04T17:15:15.000000Z
20210804_Lowland_RM4_125_5_110800,543,2021-08-04T10:58:46.000000Z,2021-08-04T11:08:03.000000Z
20210804_Lowland_RM4_200_6_112500,543,2021-08-04T11:15:20.000000Z,2021-08-04T11:28:51.000000Z
20210804_Lowland_RM4_50_6_104000,543,2021-08-04T10:29:20.000000Z,2021-08-04T10:51:23.000000Z
20210804_Lowland_RM501_125_3_142300,487,2021-08-04T14:22:41.000000Z,2021-08-04T14:32:37.000000Z
20210804_Lowland_RM501_200_3_143400,543,2021-08-04T14:34:27.000000Z,2021-08-04T14:44:39.000000Z
20210804_Lowland_RM501_50_3_141600,403,2021-08-04T14:14:43.000000Z,2021-08-04T14:20:56.000000Z
20210804_Lowland_RM502_125_3_154200,543,2021-08-04T15:42:15.000000Z,2021-08-04T15:51:57.000000Z
20210804_Lowland_RM502_200_3_155300,543,2021-08-04T15:53:26.000000Z,2021-08-04T16:04:28.000000Z
20210804_Lowland_RM502_50_3_152600,543,2021-08-04T15:26:15.000000Z,2021-08-04T15:36:07.000000Z
20210804_Lowland_RM503_125_6_162200,543,2021-08-04T16:23:22.000000Z,2021-08-04T16:30:24.000000Z
20210804_Lowland_RM503_200_6_163200,543,2021-08-04T16:33:13.000000Z,2021-08-04T16:53:47.000000Z
20210804_Lowland_RM503_50_6_160900,543,2021-08-04T16:09:11.000000Z,2021-08-04T16:21:42.000000Z
20210804_Lowland_RM5_125_3_115200,544,2021-08-04T11:46:20.000000Z,2021-08-04T11:52:18.000000Z
20210804_Lowland_RM5_200_3_115500,543,2021-08-04T11:55:18.000000Z,2021-08-04T12:19:35.000000Z
20210804_Lowland_RM5_50_3_114400,543,2021-08-04T11:33:44.000000Z,2021-08-04T11:43:46.000000Z
20210804_Lowland_WO1_125_6_91300,543,2021-08-04T09:13:05.000000Z,2021-08-04T09:24:16.000000Z
20210804_Lowland_WO1_200_6_92600,543,2021-08-04T09:26:21.000000Z,2021-08-04T09:39:56.000000Z
20210804_Lowland_WO1_50_6_85700,528,2021-08-04T08:57:15.000000Z,2021-08-04T09:07:02.000000Z
20210805_Lowland_HM7_125_6_120100,544,2021-08-05T12:01:03.000000Z,2021-08-05T12:06:27.000000Z
20210805_Lowland_HM7_200_6_121400,543,2021-08-05T12:07:41.000000Z,2021-08-05T12:13:54.000000Z
20210805_Lowland_HM7_50_6_114800,543,2021-08-05T11:49:02.000000Z,2021-08-05T11:58:54.000000Z
20210805_Lowland_RM10_125_6_123000,534,2021-08-05T12:29:24.000000Z,2021-08-05T12:37:51.000000Z
20210805_Lowland_RM10_200_6_123900,425,2021-08-05T12:39:51.000000Z,2021-08-05T12:53:31.000000Z
20210805_Lowland_RM10_50_6_122000,543,2021-08-05T12:16:18.000000Z,2021-08-05T12:27:30.000000Z
20210805_Lowland_YB10_125_3_91700,543,2021-08-05T09:17:46.000000Z,2021-08-05T09:30:17.000000Z
20210805_Lowland_YB10_200_3_93200,543,2021-08-05T09:32:46.000000Z,2021-08-05T09:55:24.000000Z
20210805_Lowland_YB10_50_3_90800,490,2021-08-05T09:07:39.000000Z,2021-08-05T09:15:52.000000Z
20210805_Lowland_YB2_125_6_112400,543,2021-08-05T11:23:50.000000Z,2021-08-05T11:28:04.000000Z
20210805_Lowland_YB2_200_6_113000,544,2021-08-05T11:30:33.000000Z,2021-08-05T11:44:39.000000Z
20210805_Lowland_YB2_50_6_111400,543,2021-08-05T11:13:59.000000Z,2021-08-05T11:22:21.000000Z
20210805_Lowland_YB9_125_3_101200,544,2021-08-05T10:12:18.000000Z,2021-08-05T10:16:32.000000Z
20210805_Lowland_YB9_200_3_101800,543,2021-08-05T10:18:02.000000Z,2021-08-05T10:42:19.000000Z
20210805_Lowland_YB9_50_3_1e+05,543,2021-08-05T09:59:57.000000Z,2021-08-05T10:10:44.000000Z
20210806_Lowland_AB 3/5_125_6_94700,543,2021-08-06T09:46:59.000000Z,2021-08-06T09:57:36.000000Z
20210806_Lowland_AB 3/5_200_6_95900,543,2021-08-06T09:59:50.000000Z,2021-08-06T10:08:42.000000Z
20210806_Lowland_AB 3/5_50_6_93500,543,2021-08-06T09:37:32.000000Z,2021-08-06T09:44:55.000000Z
20210806_Lowland_AB 4/6_125_3_91130,543,2021-08-06T09:11:35.000000Z,2021-08-06T09:21:17.000000Z
20210806_Lowland_AB 4/6_200_3_92300,543,2021-08-06T09:23:07.000000Z,2021-08-06T09:32:59.000000Z
20210806_Lowland_AB 4/6_50_3_90000,415,2021-08-06T08:59:10.000000Z,2021-08-06T09:09:41.000000Z
20210806_Lowland_AB 6prime_125_6_102700,543,2021-08-06T10:27:31.000000Z,2021-08-06T10:33:39.000000Z
20210806_Lowland_AB 6prime_200_6_103600,544,2021-08-06T10:37:18.000000Z,2021-08-06T10:56:51.000000Z
20210806_Lowland_AB 6prime_50_6_101100,543,2021-08-06T10:11:21.000000Z,2021-08-06T10:22:13.000000Z
20210806_Lowland_ABT 14P_125_3_113300,543,2021-08-06T11:32:55.000000Z,2021-08-06T11:42:47.000000Z
20210806_Lowland_ABT 14P_200_3_114400,543,2021-08-06T11:44:26.000000Z,2021-08-06T11:55:13.000000Z
20210806_Lowland_ABT 14P_50_3_112100,543,2021-08-06T11:20:44.000000Z,2021-08-06T11:31:05.000000Z
20210806_Lowland_YB CUL8R_125_3_132700,539,2021-08-06T13:25:48.000000Z,2021-08-06T13:30:57.000000Z
20210806_Lowland_YB CUL8R_200_3_133400,455,2021-08-06T13:32:31.000000Z,2021-08-06T13:41:48.000000Z
20210806_Lowland_YB CUL8R_50_3_132000,543,2021-08-06T13:12:13.000000Z,2021-08-06T13:24:14.000000Z
20210806_Lowland_YBYB_125_3_124300,543,2021-08-06T12:43:12.000000Z,2021-08-06T12:49:55.000000Z
20210806_Lowland_YBYB_200_3_125700,543,2021-08-06T12:56:03.000000Z,2021-08-06T13:04:10.000000Z
20210806_Lowland_YBYB_50_3_123300,543,2021-08-06T12:32:26.000000Z,2021-08-06T12:38:04.000000Z
20210806_Ridge_7809_75 cm_2_145630,308,2021-08-06T14:56:36.000000Z,2021-08-06T15:01:34.000000Z
20210806_Ridge_7809_Root Crown_2_144900,308,2021-08-06T14:48:58.000000Z,2021-08-06T14:54:22.000000Z
20210809_Lab_WA12_125_6_135130,505,2021-08-09T13:51:38.000000Z,2021-08-09T14:10:22.000000Z
20210809_Lab_WA12_200_6_141300,543,2021-08-09T14:13:06.000000Z,2021-08-09T14:25:32.000000Z
20210809_Lab_WA12_50_6_134400,504,2021-08-09T13:43:30.000000Z,2021-08-09T13:49:28.000000Z
20210809_Lab_WA14_125_6_145100,544,2021-08-09T14:51:18.000000Z,2021-08-09T15:00:35.000000Z
20210809_Lab_WA14_200_6_150200,543,2021-08-09T15:02:15.000000Z,2021-08-09T15:12:26.000000Z
20210809_Lab_WA14_50_6_143600,544,2021-08-09T14:35:33.000000Z,2021-08-09T14:48:49.000000Z
20210809_Lab_WA1_125_6_151500,543,2021-08-09T14:55:02.000000Z,2021-08-09T14:55:02.000000Z
20210809_Lab_WA1_200_6_152400,543,2021-08-09T15:14:56.000000Z,2021-08-09T15:24:57.000000Z
20210809_Lab_WA1_50_6_143600,544,2021-08-09T14:35:23.000000Z,2021-08-09T14:48:54.000000Z
20210809_Lab_WAX1_125_6_160600,543,2021-08-09T16:05:29.000000Z,2021-08-09T16:11:13.000000Z
20210809_Lab_WAX1_200_6_162300,543,2021-08-09T16:22:49.000000Z,2021-08-09T16:34:05.000000Z
20210809_Lab_WAX1_50_6_154500,543,2021-08-09T15:27:47.000000Z,2021-08-09T16:02:15.000000Z
20210809_Lab_WPX22_125_3_173700,543,2021-08-09T17:37:30.000000Z,2021-08-09T17:46:42.000000Z
20210809_Lab_WPX22_200_3_174800,543,2021-08-09T17:48:36.000000Z,2021-08-09T18:12:13.000000Z
20210809_Lab_WPX22_50_6_173500,543,2021-08-09T17:37:30.000000Z,2021-08-09T17:46:56.000000Z
20210809_Lab_WPX2_125_6_171000,544,2021-08-09T17:09:58.000000Z,2021-08-09T17:22:49.000000Z
20210809_Lab_WPX2_200_6_172500,544,2021-08-09T17:25:18.000000Z,2021-08-09T17:34:40.000000Z
20210809_Lab_WPX2_50_6_165500,544,2021-08-09T16:51:59.000000Z,2021-08-09T17:07:39.000000Z
20210810_Lab_WA101_125_6_104500,543,2021-08-10T10:45:17.000000Z,2021-08-10T10:54:49.000000Z
20210810_Lab_WA101_200_6_105700,543,2021-08-10T10:56:53.000000Z,2021-08-10T11:09:44.000000Z
20210810_Lab_WA101_50_6_103400,543,2021-08-10T10:31:36.000000Z,2021-08-10T10:43:42.000000Z
20210810_Lab_WA102_125_6_112400,543,2021-08-10T11:12:48.000000Z,2021-08-10T11:33:51.000000Z
20210810_Lab_WA102_200_6_113600,543,2021-08-10T11:35:55.000000Z,2021-08-10T11:45:57.000000Z
20210810_Lab_WA102_50_6_111200,543,2021-08-10T11:12:03.000000Z,2021-08-10T11:34:06.000000Z
20210810_Lab_WA103_125_6_120000,543,2021-08-10T12:00:37.000000Z,2021-08-10T12:10:19.000000Z
20210810_Lab_WA103_200_6_121200,544,2021-08-10T12:12:18.000000Z,2021-08-10T12:31:37.000000Z
20210810_Lab_WA103_50_6_114900,543,2021-08-10T11:48:06.000000Z,2021-08-10T11:58:48.000000Z
20210810_Lab_WA104_125_6_125200,543,2021-08-10T12:51:51.000000Z,2021-08-10T12:58:04.000000Z
20210810_Lab_WA104_200_6_130000,543,2021-08-10T12:59:33.000000Z,2021-08-10T13:04:51.000000Z
20210810_Lab_WA104_50_6_123000,543,2021-08-10T12:12:43.000000Z,2021-08-10T12:32:02.000000Z
20210810_Lab_WA105_125_3_130830,543,2021-08-10T13:08:40.000000Z,2021-08-10T13:14:08.000000Z
20210810_Lab_WA105_200_3_131500,544,2021-08-10T13:15:23.000000Z,2021-08-10T13:20:36.000000Z
20210810_Lab_WA105_50_6_123000,543,2021-08-10T12:33:56.000000Z,2021-08-10T12:49:51.000000Z
20210810_Lab_WA10_125_6_165800,543,2021-08-10T16:58:03.000000Z,2021-08-10T17:09:04.000000Z
20210810_Lab_WA10_200_6_171208,543,2021-08-10T17:11:53.000000Z,2021-08-10T17:36:11.000000Z
20210810_Lab_WA10_50_6_163200,543,2021-08-10T16:31:56.000000Z,2021-08-10T16:56:13.000000Z
20210810_Lab_WA15_125_3_145000,543,2021-08-10T14:50:14.000000Z,2021-08-10T14:59:56.000000Z
20210810_Lab_WA15_200_3_150100,543,2021-08-10T15:01:46.000000Z,2021-08-10T15:25:03.000000Z
20210810_Lab_WA15_50_3_141500,543,2021-08-10T14:15:11.000000Z,2021-08-10T14:38:43.000000Z
20210810_Lab_WA5_125_6_155500,544,2021-08-10T15:54:38.000000Z,2021-08-10T16:00:02.000000Z
20210810_Lab_WA5_200_6_160200,543,2021-08-10T16:02:06.000000Z,2021-08-10T16:26:03.000000Z
20210810_Lab_WA5_50_6_153200,543,2021-08-10T15:31:46.000000Z,2021-08-10T15:52:34.000000Z
20210811_Lab_BBZ1_125_6_160000,544,2021-08-11T16:00:03.000000Z,2021-08-11T16:11:50.000000Z
20210811_Lab_BBZ1_200_6_161100,543,2021-08-11T16:00:08.000000Z,2021-08-11T16:11:45.000000Z
20210811_Lab_BBZ1_50_6_161400,543,2021-08-11T16:13:54.000000Z,2021-08-11T16:24:31.000000Z
20210811_Lab_HZ1_125_6_153500,543,2021-08-11T15:35:01.000000Z,2021-08-11T15:40:00.000000Z
20210811_Lab_HZ1_200_6_154100,543,2021-08-11T15:41:05.000000Z,2021-08-11T15:57:39.000000Z
20210811_Lab_HZ1_50_6_150300,543,2021-08-11T15:02:52.000000Z,2021-08-11T15:27:14.000000Z
20210811_Lab_SH1_125_6_164600,544,2021-08-11T16:46:04.000000Z,2021-08-11T16:50:37.000000Z
20210811_Lab_SH1_200_6_165900,543,2021-08-11T16:59:14.000000Z,2021-08-11T17:23:16.000000Z
20210811_Lab_SH1_50_6_163800,543,2021-08-11T16:33:57.000000Z,2021-08-11T16:43:24.000000Z
20210811_Lowland_RO2_125_6_125600,544,2021-08-11T12:55:58.000000Z,2021-08-11T13:05:55.000000Z
20210811_Lowland_RO2_200_6_130800,543,2021-08-11T13:08:19.000000Z,2021-08-11T13:32:16.000000Z
20210811_Lowland_RO2_50_6_123100,543,2021-08-11T12:31:06.000000Z,2021-08-11T12:54:04.000000Z
20210811_Lowland_RO3_125_6_120200,453,2021-08-11T12:01:41.000000Z,2021-08-11T12:07:29.000000Z
20210811_Lowland_RO3_200_6_120900,538,2021-08-11T12:09:28.000000Z,2021-08-11T12:28:27.000000Z
20210811_Lowland_RO3_50_6_115500,369,2021-08-11T11:55:38.000000Z,2021-08-11T12:00:01.000000Z
20210812_Lab_SF1_125_3_135700,544,2021-08-12T13:57:08.000000Z,2021-08-12T14:06:40.000000Z
20210812_Lab_SF1_200_3_140900,543,2021-08-12T14:09:19.000000Z,2021-08-12T14:32:32.000000Z
20210812_Lab_SF1_50_3_133700,543,2021-08-12T13:37:10.000000Z,2021-08-12T13:54:54.000000Z
20210812_Lab_WP Bernice?_125_6_122700,543,2021-08-12T12:26:53.000000Z,2021-08-12T12:36:49.000000Z
20210812_Lab_WP Bernice?_200_6_124000,544,2021-08-12T12:39:44.000000Z,2021-08-12T13:03:11.000000Z
20210812_Lab_WP Bernice?_50_6_121000,544,2021-08-12T12:01:01.000000Z,2021-08-12T12:24:09.000000Z
